fid,hechos_id,latitud,mes_largo,sievi_clas,hipotesis_,medio_cono,smuertos,depto_hech,lugaro,tvictimas,longitud,fecha_hech,municipio_,slesionado,cid
12929,24930474,4.81313914,Junio,ATROPELLO,CRUZAR SIN OBSERVAR,POLICIA DE TRANSITO RURAL,1,RISARALDA,Via Nacional,1,-75.79746499,2019-06-04,PEREIRA (CT),0,12929
12930,24930546,4.82390888,Mayo,CHOQUE,ADELANTAR POR LA DERECHA.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,1,-75.69541099,2019-05-31,DOSQUEBRADAS,1,12930
12931,24930567,4.76494428,Junio,CHOQUE,ADELANTAR EN ZONA PROHIBIDA,POLICIA DE TRANSITO RURAL,0,RISARALDA,Via Nacional,6,-75.68775049,2019-06-03,PEREIRA (CT),6,12931
12932,24930589,3.57090416,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,VALLE,Via urbana,1,-76.22174583,2019-06-03,PALMIRA,0,12932
12933,24930741,4.733451,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CUNDINAMARCA,Via urbana,1,-74.090369,2019-05-13,BOGOTÁ D.C. (CT),1,12933
12934,24930972,0.95181757,Mayo,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POLICIA DE TRANSITO RURAL,0,PUTUMAYO,Via Nacional,2,-76.59289408,2019-05-26,VILLAGARZÓN,2,12934
12935,24931013,3.4379105,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VALLE,Via urbana,1,-76.51170951,2019-05-28,CALI (CT),1,12935
12936,24931794,10.96579,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,ATLÁNTICO,Via urbana,1,-74.796753,2019-05-25,BARRANQUILLA (CT),0,12936
12937,24931851,4.614805,Abril,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CUNDINAMARCA,Via urbana,1,-74.165962,2019-04-12,BOGOTÁ D.C. (CT),1,12937
12938,24931865,3.6160083,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,VALLE,Via urbana,1,-76.38765708,2019-06-03,PALMIRA,0,12938
12939,24932172,3.46520735,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VALLE,Via urbana,1,-76.47804291,2019-05-23,CALI (CT),1,12939
12940,24933165,4.123599,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,META,Via urbana,2,-73.623307,2019-05-31,VILLAVICENCIO (CT),2,12940
12941,24933324,4.99369561,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CALDAS,Vias Rurales,1,-75.61587287,2019-06-01,CHINCHINÁ,1,12941
12942,24933406,4.553708,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CUNDINAMARCA,Via urbana,1,-74.11246,2019-06-04,BOGOTÁ D.C. (CT),1,12942
12943,24933548,6.18549467,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via Nacional - Paso Urbano,1,-75.587751,2019-06-01,ITAGUI,1,12943
12944,24933773,1.746028,Junio,ATROPELLO,OTRA.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,NARIÑO,Via Nacional,1,-78.782897,2019-06-04,SAN ANDRES DE TUMACO,1,12944
12945,24933805,11.14530687,Junio,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,MAGDALENA,Via Nacional - Paso Urbano,1,-74.2225151,2019-06-04,SANTA MARTA (CT),1,12945
12946,24933862,6.08816467,Junio,-,-,POR INFORMACION POLICIVA,1,ANTIOQUIA,Via urbana,1,-75.63507958,2019-06-05,CALDAS,0,12946
12947,24933898,6.16530258,Junio,CHOQUE,OTRA.,POR INFORMACION POLICIVA,0,ANTIOQUIA,Via urbana,2,-75.58733723,2019-06-05,ENVIGADO,2,12947
12948,24933903,4.80843907,Junio,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Vias Rurales,6,-74.33275005,2019-06-05,FACATATIVÁ,6,12948
12949,24933962,7.08400681,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,1,-73.17432227,2019-05-30,GIRÓN,1,12949
12950,24933993,7.08162189,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via Nacional - Paso Urbano,1,-73.17003074,2019-05-23,GIRÓN,1,12950
12951,24933997,7.02037864,Junio,-,-,POR DENUNCIA,0,SANTANDER,Via Nacional,2,-73.06036844,2019-06-04,PIEDECUESTA,2,12951
12952,24934003,7.06905388,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Vias Rurales,1,-73.17611356,2019-05-02,GIRÓN,1,12952
12953,24934004,6.37882941,Junio,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Via Nacional,1,-75.48253796,2019-06-03,COPACABANA,1,12953
12954,24934051,7.05922626,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,1,-73.16394919,2019-05-03,GIRÓN,1,12954
12955,24934128,4.43879593,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,TOLIMA,Via urbana,1,-75.16866823,2019-05-04,IBAGUÉ (CT),1,12955
12956,24934142,6.9794018,Junio,-,-,POR DENUNCIA,0,SANTANDER,Via Nacional,2,-73.04616346,2019-06-04,PIEDECUESTA,2,12956
12957,24934162,4.65408539,Mayo,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,1,CUNDINAMARCA,Via urbana,2,-74.10294912,2019-05-20,BOGOTÁ D.C. (CT),1,12957
12958,24934187,4.06745913,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VALLE,Via urbana,1,-76.19526538,2019-06-02,TULUÁ,1,12958
12959,24934511,1.19809776,Junio,CHOQUE,IMPERICIA EN EL MANEJO,AGENTES DE TRANSITO,1,NARIÑO,Via urbana,3,-77.27058602,2019-06-05,PASTO (CT),2,12959
12960,24934584,5.00072264,Junio,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional,2,-73.99097225,2019-06-05,ZIPAQUIRÁ,2,12960
12961,24934613,4.80405571,Junio,CHOQUE,OTRA.,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via Nacional - Paso Urbano,1,-74.34359691,2019-06-06,FACATATIVÁ,1,12961
12962,24934732,4.78897309,Junio,ATROPELLO,RECOGER O DEJAR PASAJEROS SOBRE LA CALZADA,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via Nacional - Paso Urbano,1,-74.33447065,2019-06-06,FACATATIVÁ,1,12962
12963,24934916,6.23719205,Abril,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.55378166,2019-04-08,MEDELLÍN (CT),1,12963
12964,24934973,4.70496296,Junio,ATROPELLO,CRUZAR SIN OBSERVAR,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via urbana,1,-74.22891671,2019-06-05,MOSQUERA,1,12964
12965,24934976,1.93348541,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,HUILA,Via urbana,1,-76.21199136,2019-06-02,ISNOS,0,12965
12966,24934995,6.18738863,Febrero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.59768436,2019-02-24,ITAGUI,1,12966
12967,24935073,6.15278878,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Vias Rurales,1,-75.54135214,2019-05-15,ENVIGADO,1,12967
12968,24935105,6.16644765,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.58757224,2019-05-18,ENVIGADO,1,12968
12969,24935126,6.16827117,Abril,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,2,-75.58383188,2019-04-23,ENVIGADO,2,12969
12970,24935148,6.34934898,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,3,-75.50577636,2019-05-02,COPACABANA,3,12970
12971,24935208,1.60206233,Junio,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POR INFORMACION POLICIVA,0,CAQUETÁ,Vias Rurales,1,-75.59083378,2019-06-02,FLORENCIA (CT),1,12971
12972,24935239,6.34957967,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.50196636,2019-03-12,COPACABANA,1,12972
12973,24935295,6.10621216,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Vias Rurales,1,-75.63646125,2019-05-01,CALDAS,1,12973
12974,24935320,6.02207609,Junio,CHOQUE,GIRAR BRUSCAMENTE,POLICIA DE TRANSITO RURAL,0,BOYACÁ,Via Nacional,2,-73.53037596,2019-06-05,SAN JOSÉ DE PARE,2,12974
12975,24935350,6.3449685,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via Nacional,1,-75.52836887,2019-06-02,BELLO,1,12975
12976,24935407,6.24486433,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.55340664,2019-06-05,MEDELLÍN (CT),1,12976
12977,24935448,6.21264267,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.58316848,2019-05-29,MEDELLÍN (CT),1,12977
12978,24935492,6.22172934,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.57010546,2019-05-13,MEDELLÍN (CT),1,12978
12979,24935516,6.28445289,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.58412596,2019-06-03,MEDELLÍN (CT),1,12979
12980,24935552,6.27016305,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.55969624,2019-01-19,MEDELLÍN (CT),1,12980
12981,24935567,6.29488294,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.55337965,2019-06-02,MEDELLÍN (CT),1,12981
12982,24935590,6.23478408,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.59152673,2019-05-21,MEDELLÍN (CT),1,12982
12983,24935636,6.26655833,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.55688701,2019-05-14,MEDELLÍN (CT),1,12983
12984,24935650,6.29888653,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.57526002,2019-05-23,MEDELLÍN (CT),1,12984
12985,24935680,6.27592076,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.59650283,2019-06-03,MEDELLÍN (CT),1,12985
12986,24935808,4.56659626,Enero,-,-,POR DENUNCIA,0,CUNDINAMARCA,Via urbana,1,-74.12643142,2019-01-16,BOGOTÁ D.C. (CT),1,12986
12987,24935819,4.28687551,Abril,CHOQUE,GIRAR BRUSCAMENTE,POLICIA DE TRANSITO RURAL,0,VALLE,Via Nacional,1,-76.09094374,2019-04-28,ZARZAL,1,12987
12988,24935829,4.5578464,Mayo,-,-,POR DENUNCIA,0,CUNDINAMARCA,Via urbana,1,-74.12207118,2019-05-28,BOGOTÁ D.C. (CT),1,12988
12989,24936111,2.94265273,Abril,-,-,POR DENUNCIA,0,HUILA,Via Nacional - Paso Urbano,1,-75.30801473,2019-04-28,NEIVA (CT),1,12989
12990,24936135,7.1309611,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,1,-73.10723297,2019-03-28,BUCARAMANGA (CT),1,12990
12991,24936139,8.86095177,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,CÓRDOBA,Vias Rurales,1,-75.59029216,2019-06-02,CIÉNAGA DE ORO,0,12991
12992,24936337,5.57355659,Mayo,CHOQUE,NO RESPETAR PRELACIÓN.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,BOYACÁ,Via urbana,1,-73.34100792,2019-05-15,TUNJA (CT),1,12992
12993,24936343,8.73569367,Junio,CHOQUE,OTRA.,POLICIA DE TRANSITO URBANO,0,CÓRDOBA,Via urbana,2,-75.87058728,2019-06-02,MONTERÍA (CT),2,12993
12994,24936497,8.25631173,Junio,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POLICIA DE TRANSITO RURAL,0,CESAR,Via Nacional - Paso Urbano,1,-73.59079434,2019-06-05,AGUACHICA,1,12994
12995,24936503,5.53979142,Mayo,CHOQUE,OTRA.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,BOYACÁ,Via urbana,1,-73.36354921,2019-05-31,TUNJA (CT),1,12995
12996,24936586,8.88658444,Mayo,CHOQUE,GIRAR BRUSCAMENTE,POLICIA DE TRANSITO RURAL,0,CÓRDOBA,Via Nacional,2,-75.76763336,2019-05-22,CERETÉ,2,12996
12997,24936604,8.3067529,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,CESAR,Via urbana,1,-73.6264999,2019-06-01,AGUACHICA,0,12997
12998,24936622,5.69913276,Junio,CHOQUE,GIRAR BRUSCAMENTE,POLICIA DE TRANSITO RURAL,0,BOYACÁ,Via Nacional,1,-73.24708721,2019-06-05,TUTA,1,12998
12999,24936717,3.52577893,Mayo,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,VALLE,Via Nacional,2,-76.3326552,2019-05-25,PALMIRA,2,12999
13000,24936731,3.52461544,Mayo,VOLCAMIENTO,OTRA.,POLICIA DE TRANSITO RURAL,0,VALLE,Via Nacional,2,-76.33695022,2019-05-25,PALMIRA,2,13000
13001,24936820,3.38778018,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VALLE,Via urbana,1,-76.55601425,2019-05-31,CALI (CT),1,13001
13002,24936866,6.18199455,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.60607809,2019-05-28,ITAGUI,1,13002
13003,24936987,4.537074,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,QUINDÍO,Via urbana,1,-75.671368,2019-03-22,ARMENIA (CT),1,13003
13004,24937191,11.20728191,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,MAGDALENA,Via Nacional,1,-74.19421438,2019-06-05,SANTA MARTA (CT),1,13004
13005,24937384,6.2898058,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.58353787,2019-05-13,MEDELLÍN (CT),1,13005
13006,24937439,2.440359,Abril,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,CAUCA,Via urbana,1,-76.626047,2019-04-16,POPAYÁN (CT),0,13006
13007,24937492,4.532478,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CUNDINAMARCA,Via urbana,1,-74.11929,2019-06-04,BOGOTÁ D.C. (CT),1,13007
13008,24937517,4.576012,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CUNDINAMARCA,Via urbana,1,-74.11956,2019-06-04,BOGOTÁ D.C. (CT),1,13008
13009,24937536,4.62483,Abril,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CUNDINAMARCA,Via urbana,1,-74.192144,2019-04-13,BOGOTÁ D.C. (CT),1,13009
13010,24937557,6.58333548,Mayo,CHOQUE,EXCESO DE VELOCIDAD,POR FISCALIA / CRUCE SPOA-SIEDCO,1,ANTIOQUIA,Vias Rurales,1,-75.10344192,2019-05-27,YOLOMBÓ,0,13010
13011,24937577,3.40733716,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VALLE,Via urbana,1,-76.34876708,2019-05-31,CANDELARIA,1,13011
13012,24937580,1.253766,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VAUPÉS,Via urbana,1,-70.236027,2019-05-24,MITÚ (CT),1,13012
13013,24937611,7.058601,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,2,-73.863351,2019-05-30,BARRANCABERMEJA,2,13013
13014,24937613,9.03760426,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,CÓRDOBA,Vias Rurales,1,-75.80841291,2019-06-05,COTORRA,0,13014
13015,24937689,1.90785,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CAQUETÁ,Via Nacional - Paso Urbano,2,-75.16072,2019-05-17,PUERTO RICO,2,13015
13016,24937860,4.012082,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,META,Vias Rurales,2,-73.175431,2019-06-03,VILLAVICENCIO (CT),2,13016
13017,24937902,4.028472,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,TOLIMA,Via Nacional - Paso Urbano,1,-74.966974,2019-06-03,GUAMO,1,13017
13018,24937906,3.37143285,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,VALLE,Via urbana,1,-76.5254571,2019-06-04,CALI (CT),0,13018
13019,24937920,4.80073076,Junio,CHOQUE,TRANSITAR EN CONTRAVIA,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,1,-75.75096271,2019-06-04,PEREIRA (CT),1,13019
13020,24937923,4.82332091,Junio,ATROPELLO,CRUZAR EN ESTADO DE EMBRIAGUEZ,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via Nacional - Paso Urbano,1,-75.68342971,2019-06-02,DOSQUEBRADAS,1,13020
13021,24937968,4.508257,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,QUINDÍO,Vias Rurales,1,-75.657794,2019-06-05,CALARCA,0,13021
13022,24937982,4.6227,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,CUNDINAMARCA,Via urbana,1,-74.190535,2019-06-05,BOGOTÁ D.C. (CT),0,13022
13023,24937994,8.25807783,Junio,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,1,NORTE DE SANTANDER,Via Nacional - Paso Urbano,1,-73.35955089,2019-06-05,OCAÑA,0,13023
13024,24938059,4.82417615,Junio,ATROPELLO,CRUZAR SIN OBSERVAR,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,1,-75.70200703,2019-06-03,DOSQUEBRADAS,1,13024
13025,24938124,4.841827,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,1,-75.66902982,2019-06-01,DOSQUEBRADAS,1,13025
13026,24938401,3.37698273,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VALLE,Vias Rurales,1,-76.56716458,2019-05-31,CALI (CT),1,13026
13027,24938601,3.475953,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VALLE,Via urbana,1,-76.50492575,2019-05-27,CALI (CT),1,13027
13028,24938635,6.54792193,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,1,-73.13610002,2019-06-05,SAN GIL,1,13028
13029,24938762,1.213402,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,NARIÑO,Via urbana,1,-77.289378,2019-06-03,PASTO (CT),1,13029
13030,24938837,4.51331,Abril,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,QUINDÍO,Via urbana,1,-75.695368,2019-04-25,ARMENIA (CT),1,13030
13031,24939192,2.479288,Febrero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CAUCA,Via Nacional,1,-76.58953,2019-02-12,POPAYÁN (CT),1,13031
13032,24939423,3.3985062,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VALLE,Via urbana,1,-76.51687308,2019-06-01,CALI (CT),1,13032
13033,24940274,7.01944158,Junio,-,-,POR DENUNCIA,0,SANTANDER,Via Nacional,1,-73.05946722,2019-06-05,PIEDECUESTA,1,13033
13034,24940276,2.9230276,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,HUILA,Via urbana,1,-75.27948498,2019-06-02,NEIVA (CT),1,13034
13035,24940519,7.92755508,Junio,CHOQUE,"EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
",POLICIA DE TRANSITO URBANO,0,NORTE DE SANTANDER,Via urbana,3,-72.49285618,2019-06-05,CÚCUTA (CT),3,13035
13036,24940661,7.90966,Junio,ATROPELLO,CRUZAR SIN OBSERVAR,POLICIA DE TRANSITO URBANO,1,NORTE DE SANTANDER,Via urbana,1,-72.48740593,2019-06-06,CÚCUTA (CT),0,13036
13037,24940732,11.22927251,Junio,CHOQUE,NO RESPETAR PRELACIÓN.,POLICIA DE TRANSITO URBANO,0,MAGDALENA,Via urbana,1,-74.19859676,2019-06-05,SANTA MARTA (CT),1,13037
13038,24941205,8.96938263,Junio,CHOQUE,TRANSITAR EN CONTRAVIA,POLICIA DE TRANSITO RURAL,0,CÓRDOBA,Via Nacional,2,-75.83466713,2019-06-04,SAN PELAYO,2,13038
13039,24941322,4.79890256,Junio,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional,1,-74.20932552,2019-06-07,TENJO,1,13039
13040,24941463,4.13409517,Mayo,-,-,POR DENUNCIA,0,META,Vias Rurales,1,-73.55838558,2019-05-16,VILLAVICENCIO (CT),1,13040
13041,24941507,5.79230112,Junio,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POR INFORMACION POLICIVA,0,BOYACÁ,Vias Rurales,3,-73.03594833,2019-06-06,DUITAMA,3,13041
13042,24942107,5.2906797,Junio,CHOQUE,EMBRIAGUEZ APARENTE,POLICIA DE TRANSITO RURAL,0,CASANARE,Via Nacional,1,-72.45714569,2019-06-06,YOPAL (CT),1,13042
13043,24942155,4.35434942,Junio,VOLCAMIENTO,IMPERICIA EN EL MANEJO,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,2,-74.35626766,2019-06-07,FUSAGASUGÁ,2,13043
13044,24942243,6.21680067,Junio,CHOQUE,NO RESPETAR PRELACIÓN.,POR INFORMACION POLICIVA,0,ANTIOQUIA,Via urbana,1,-75.56565081,2019-06-06,MEDELLÍN (CT),1,13044
13045,24942245,7.84989989,Mayo,CHOQUE,DEJAR O RECOGER PASAJEROS  EN SITIOS NO DEMARCADOS.,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Via Nacional,1,-76.64123478,2019-05-29,APARTADÓ,1,13045
13046,24942280,5.87978486,Junio,-,-,POR DENUNCIA,0,CASANARE,Via urbana,1,-71.89752777,2019-06-06,PAZ DE ARIPORO,1,13046
13047,24942342,7.31922578,Junio,VOLCAMIENTO,EXCESO DE VELOCIDAD,POLICIA DE TRANSITO RURAL,0,SANTANDER,Via Nacional,5,-73.5618975,2019-06-07,SABANA DE TORRES,5,13047
13048,24942657,7.13742309,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,2,-73.13190929,2019-03-22,BUCARAMANGA (CT),2,13048
13049,24942669,7.59749911,Abril,-,-,POR DENUNCIA,0,ANTIOQUIA,Via urbana,1,-74.80249959,2019-04-08,EL BAGRE,1,13049
13050,24942751,4.66855941,Junio,CHOQUE,NO RESPETAR PRELACIÓN.,POLICIA DE TRANSITO URBANO,1,CUNDINAMARCA,Via urbana,3,-74.097458,2019-06-01,BOGOTÁ D.C. (CT),2,13050
13051,24942800,4.61718342,Febrero,-,-,POR DENUNCIA,0,CUNDINAMARCA,Via urbana,1,-74.15378618,2019-02-05,BOGOTÁ D.C. (CT),1,13051
13052,24942835,4.61986832,Mayo,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,1,CUNDINAMARCA,Via urbana,2,-74.1936697,2019-05-29,BOGOTÁ D.C. (CT),1,13052
13053,24942875,6.46804637,Abril,-,-,POR DENUNCIA,0,ANTIOQUIA,Vias Rurales,1,-75.5531426,2019-04-27,SAN PEDRO,1,13053
13054,24942884,4.74625694,Junio,ATROPELLO,GIRAR BRUSCAMENTE,POLICIA DE TRANSITO URBANO,1,CUNDINAMARCA,Via urbana,2,-74.03159163,2019-06-04,BOGOTÁ D.C. (CT),1,13054
13055,24942970,7.11003089,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,2,-73.12068693,2019-06-03,BUCARAMANGA (CT),2,13055
13056,24942982,4.61150275,Junio,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,1,CUNDINAMARCA,Via urbana,1,-74.09430167,2019-06-04,BOGOTÁ D.C. (CT),0,13056
13057,24942990,7.59742467,Abril,-,-,POR DENUNCIA,0,ANTIOQUIA,Via urbana,1,-74.80262297,2019-04-08,EL BAGRE,1,13057
13058,24943028,4.64192979,Marzo,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,1,CUNDINAMARCA,Via urbana,1,-74.06221321,2019-03-17,BOGOTÁ D.C. (CT),0,13058
13059,24943039,6.33392731,Febrero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.56342722,2019-02-02,BELLO,1,13059
13060,24943081,6.34631899,Abril,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.50694828,2019-04-17,COPACABANA,1,13060
13061,24943120,4.56524925,Junio,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,1,CUNDINAMARCA,Via urbana,1,-74.09459135,2019-06-06,BOGOTÁ D.C. (CT),0,13061
13062,24943130,6.15774339,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.60956841,2019-01-01,SABANETA,1,13062
13063,24943160,6.15437759,Mayo,-,-,POR INFORMACION FUERZAS MIL,0,ANTIOQUIA,Via urbana,1,-75.61727344,2019-05-29,SABANETA,1,13063
13064,24943176,4.67258216,Junio,VOLCAMIENTO,OTRA.,POLICIA DE TRANSITO URBANO,1,CUNDINAMARCA,Vias Rurales,3,-74.01645056,2019-06-06,BOGOTÁ D.C. (CT),2,13064
13065,24943200,7.11971895,Junio,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,2,-73.12151305,2019-06-05,BUCARAMANGA (CT),2,13065
13066,24943216,6.24672719,Mayo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.62533222,2019-05-30,MEDELLÍN (CT),1,13066
13067,24943237,7.64350104,Junio,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,1,NORTE DE SANTANDER,Via Nacional,1,-72.62778748,2019-06-07,CHINÁCOTA,0,13067
13068,24943239,6.29467996,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.57393396,2019-01-12,MEDELLÍN (CT),1,13068
