fid,hechos_id,latitud,mes_largo,sievi_clas,hipotesis_,medio_cono,smuertos,depto_hech,lugaro,tvictimas,longitud,fecha_hech,municipio_,slesionado,cid
1,23938376,4.86565217,Enero,CHOQUE,IMPERICIA EN EL MANEJO,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Vias Rurales,1,-75.60077571,2019-01-08,SANTA ROSA DE CABAL,1,1
2,23948511,5.86553468,Enero,CHOQUE,SALIRSE DE LA CALZADA,POLICIA DE TRANSITO RURAL,0,BOYACÁ,Vias Rurales,1,-73.0045635,2019-01-01,SANTA ROSA DE VITERBO,1,2
3,23948529,4.56237065,Enero,ATROPELLO,EXCESO DE VELOCIDAD,POLICIA DE TRANSITO URBANO,1,CUNDINAMARCA,Via urbana,1,-74.13908766,2019-01-01,BOGOTÁ D.C. (CT),0,3
4,23948609,10.98629413,Enero,VOLCAMIENTO,EXCESO DE VELOCIDAD,POLICIA DE TRANSITO URBANO,1,MAGDALENA,Vias Rurales,3,-74.24260345,2019-01-01,CIÉNAGA,2,4
5,23948628,5.71924099,Enero,CHOQUE,EXCESO EN HORAS DE CONDUCCIÓN.,POLICIA DE TRANSITO RURAL,2,CASANARE,Via Nacional,3,-72.01630101,2019-01-01,PORE,1,5
6,23948652,8.87758837,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,1,CÓRDOBA,Via Nacional,4,-76.33654258,2019-01-01,LOS CÓRDOBAS,3,6
7,23948814,1.2133634,Enero,ATROPELLO,ARRANCAR SIN PRECAUCIÓN,POR DENUNCIA,0,NARIÑO,Via Nacional - Paso Urbano,1,-77.99583536,2019-01-01,RICAURTE,1,7
8,23948886,2.88782714,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,1,HUILA,Vias Rurales,1,-75.39585409,2019-01-01,PALERMO,0,8
9,23948899,10.4758577,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO URBANO,0,CESAR,Via urbana,3,-73.27350606,2019-01-01,VALLEDUPAR (CT),3,9
10,23948917,3.34655494,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,VALLE,Vias Rurales,1,-76.55202269,2019-01-01,CALI (CT),0,10
11,23948927,3.93366691,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,VALLE,Via urbana,1,-76.48278085,2019-01-01,CALIMA,0,11
12,23948932,3.41476719,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,VALLE,Via urbana,1,-76.53869888,2019-01-01,CALI (CT),0,12
13,23949371,6.79496395,Enero,ATROPELLO,EXCESO DE VELOCIDAD,POR INFORMACION POLICIVA,0,ANTIOQUIA,Vias Rurales,1,-76.12894397,2019-01-01,FRONTINO,1,13
14,23949392,4.91914367,Enero,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO RURAL,0,RISARALDA,Via Nacional,4,-75.62686824,2019-01-01,SANTA ROSA DE CABAL,4,14
15,23949397,5.93389378,Enero,VOLCAMIENTO,EXCESO DE VELOCIDAD,POLICIA DE TRANSITO RURAL,1,CASANARE,Via Nacional,1,-71.85835108,2019-01-01,HATO COROZAL,0,15
16,23949403,6.6903114,Enero,CHOQUE,EXCESO DE VELOCIDAD,POR INFORMACION POLICIVA,1,ANTIOQUIA,Vias Rurales,1,-75.22869117,2019-01-01,GÓMEZ PLATA,0,16
17,23949415,8.44176722,Enero,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POLICIA DE TRANSITO RURAL,1,CÓRDOBA,Via Nacional,1,-75.58563671,2019-01-01,PLANETA RICA,0,17
18,23949436,10.91144021,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO URBANO,1,ATLÁNTICO,Via Nacional,2,-74.87933311,2019-01-01,GALAPA,1,18
19,23949455,5.5989193,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Vias Rurales,2,-75.83119565,2019-01-01,JARDÍN,2,19
20,23949466,6.49181434,Enero,VOLCAMIENTO,EMBRIAGUEZ APARENTE,POR INFORMACION POLICIVA,2,BOYACÁ,Vias Rurales,4,-72.50857213,2019-01-01,EL ESPINO,2,20
21,23949489,8.63707271,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,NORTE DE SANTANDER,Via urbana,2,-72.73418685,2019-01-01,EL TARRA,1,21
22,23949540,5.79736564,Enero,ATROPELLO,IMPERICIA EN EL MANEJO,POLICIA DE TRANSITO URBANO,0,ANTIOQUIA,Vias Rurales,1,-75.43558799,2019-01-01,ABEJORRAL,1,22
23,23949542,3.53090882,Enero,-,-,POR INFORMACION POLICIVA,1,META,Vias Rurales,1,-74.02191563,2019-01-01,LEJANÍAS,0,23
24,23949543,5.65891379,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,BOYACÁ,Via Nacional,1,-73.7858819,2019-01-01,SABOYÁ,1,24
25,23949628,6.25698736,Enero,CHOQUE,"FALTA DE PRECAUCIÓN POR NIEBLA, LLUVIA O HUMO",POLICIA DE TRANSITO RURAL,1,ANTIOQUIA,Via Nacional,2,-75.43444018,2019-01-01,GUARNE,1,25
26,23949647,3.44229237,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,2,META,Vias Rurales,2,-73.76215898,2019-01-01,FUENTE DE ORO,0,26
27,23949651,1.64790502,Enero,VOLCAMIENTO,EMBRIAGUEZ APARENTE,POLICIA DE TRANSITO RURAL,0,NARIÑO,Via Nacional,1,-77.34141514,2019-01-01,TAMINANGO,1,27
28,23949656,7.07715071,Enero,CHOQUE,"EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
",POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Vias Rurales,3,-73.89806053,2019-01-01,YONDÓ,3,28
29,23949720,1.47303306,Enero,VOLCAMIENTO,OTRA.,POR INFORMACION POLICIVA,1,NARIÑO,Vias Rurales,5,-77.57401331,2019-01-01,LA LLANADA,4,29
30,23949812,7.06041317,Enero,CHOQUE,EXCESO EN HORAS DE CONDUCCIÓN.,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Vias Rurales,5,-73.91063473,2019-01-01,YONDÓ,5,30
31,23949816,9.18468025,Enero,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POR INFORMACION POLICIVA,0,SUCRE,Via urbana,2,-75.38389518,2019-01-01,SAMPUÉS,2,31
32,23949880,4.45919635,Enero,ATROPELLO,CRUZAR SIN OBSERVAR,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,1,-74.634301,2019-01-01,TOCAIMA,1,32
33,23949883,10.66664266,Enero,VOLCAMIENTO,EXCESO DE VELOCIDAD,POLICIA DE TRANSITO RURAL,1,ATLÁNTICO,Via Nacional,2,-74.75638868,2019-01-01,PALMAR DE VARELA,1,33
34,23949990,7.90834228,Enero,ATROPELLO,CRUZAR SIN OBSERVAR,POLICIA DE TRANSITO URBANO,0,NORTE DE SANTANDER,Via urbana,2,-72.51817623,2019-01-01,CÚCUTA (CT),2,34
35,23950001,9.30851101,Enero,CHOQUE,EXCESO EN HORAS DE CONDUCCIÓN.,POLICIA DE TRANSITO RURAL,0,SUCRE,Via Nacional,1,-75.34959694,2019-01-02,MORROA,1,35
36,23950033,6.6978494,Enero,CAIDA OCUPANTE,EMBRIAGUEZ APARENTE,POLICIA DE TRANSITO RURAL,1,ANTIOQUIA,Via Nacional,2,-75.4679533,2019-01-01,SANTA ROSA DE OSOS,1,36
37,23950058,11.00546213,Enero,CHOQUE,EMBRIAGUEZ APARENTE,POLICIA DE TRANSITO RURAL,0,MAGDALENA,Via Nacional - Paso Urbano,1,-74.24728122,2019-01-01,CIÉNAGA,1,37
38,23950131,8.76761678,Enero,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO URBANO,0,CÓRDOBA,Via urbana,1,-75.86147849,2019-01-01,MONTERÍA (CT),1,38
39,23950149,3.51235034,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,1,VALLE,Via Nacional,1,-76.39194275,2019-01-01,PALMIRA,0,39
40,23950202,4.70030116,Enero,-,-,POR DENUNCIA,0,CUNDINAMARCA,Via urbana,2,-74.02865193,2019-01-01,BOGOTÁ D.C. (CT),2,40
41,23950214,9.32562612,Enero,-,-,POR INFORMACION POLICIVA,1,CÓRDOBA,Via Nacional,1,-76.07857308,2019-01-01,SAN BERNARDO DEL VIENTO,0,41
42,23950317,0.82240506,Enero,CAIDA OCUPANTE,GIRAR BRUSCAMENTE,POR DENUNCIA,0,NARIÑO,Via Nacional - Paso Urbano,1,-77.62190339,2019-01-01,IPIALES,1,42
43,23950395,4.45489357,Enero,ATROPELLO,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via urbana,2,-75.2014933,2019-01-01,IBAGUÉ (CT),2,43
44,23950505,4.43779949,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,QUINDÍO,Via Nacional,1,-75.84881419,2019-01-01,LA TEBAIDA,1,44
45,23950541,1.13177794,Enero,-,-,POR DENUNCIA,0,NARIÑO,Vias Rurales,2,-77.30404188,2019-01-01,PASTO (CT),2,45
46,23950766,11.26353828,Enero,-,-,POLICIA DE TRANSITO RURAL,0,GUAJIRA,Vias Rurales,3,-73.28187622,2019-01-01,DIBULLA,3,46
47,23950892,5.27167679,Enero,-,-,POLICIA DE TRANSITO RURAL,0,CALDAS,Vias Rurales,2,-75.54752214,2019-01-01,FILADELFIA,2,47
48,23950899,1.28466414,Enero,-,-,POR INFORMACION POLICIVA,1,CAQUETÁ,Via Nacional,1,-75.9907599,2019-01-01,SAN JOSÉ DEL FRAGUA,0,48
49,23951042,5.47081406,Enero,-,-,POLICIA DE TRANSITO RURAL,1,CALDAS,Via urbana,1,-74.66851733,2019-01-01,LA DORADA,0,49
50,23951067,5.36054367,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,CALDAS,Via Nacional,2,-74.72392104,2019-01-01,LA DORADA,2,50
51,23951111,3.49911527,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,TOLIMA,Via Nacional,1,-75.14065531,2019-01-01,NATAGAIMA,1,51
52,23951164,3.59321974,Enero,ATROPELLO,TRANSITAR POR LA CALZADA,POLICIA DE TRANSITO RURAL,1,TOLIMA,Via Nacional,2,-75.11327532,2019-01-01,NATAGAIMA,1,52
53,23951186,2.14190518,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,1,CAUCA,Via Nacional,1,-76.93174303,2019-01-01,PATÍA,0,53
54,23951210,2.52806327,Enero,CHOQUE,NO RESPETAR PRELACIÓN.,POLICIA DE TRANSITO RURAL,0,CAUCA,Via Nacional,2,-76.55430566,2019-01-02,POPAYÁN (CT),2,54
55,23951557,4.33496194,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,CUNDINAMARCA,Vias Rurales,1,-74.80520959,2019-01-01,GIRARDOT,0,55
56,23951583,0.4725421,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,PUTUMAYO,Via Nacional - Paso Urbano,3,-76.84476759,2019-01-02,VALLE DEL GUAMUEZ,2,56
57,23951787,2.42924999,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CAUCA,Vias Rurales,1,-76.62160761,2019-01-01,POPAYÁN (CT),1,57
58,23951935,2.38232315,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CAUCA,Via Nacional,2,-76.67112913,2019-01-02,TIMBÍO,2,58
59,23952988,6.27299425,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.56482545,2019-01-01,MEDELLÍN (CT),1,59
60,23953425,5.13789944,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional,1,-73.69180939,2019-01-01,CHOCONTÁ,1,60
61,23953458,5.79782082,Enero,CAIDA OCUPANTE,EXCESO DE VELOCIDAD,POLICIA DE TRANSITO URBANO,1,ANTIOQUIA,Vias Rurales,1,-75.77986687,2019-01-02,JERICÓ,0,61
62,23953474,5.29612005,Enero,-,-,POLICIA DE TRANSITO RURAL,0,CALDAS,Vias Rurales,2,-75.56820733,2019-01-02,FILADELFIA,2,62
63,23953520,6.15241048,Enero,VOLCAMIENTO,"FALTA DE PRECAUCIÓN POR NIEBLA, LLUVIA O HUMO",POR INFORMACION POLICIVA,1,BOYACÁ,Vias Rurales,2,-72.70133398,2019-01-02,SATIVANORTE,1,63
64,23953535,5.20040095,Enero,-,-,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via Nacional - Paso Urbano,4,-74.8860299,2019-01-02,MARIQUITA,4,64
65,23953552,6.28745696,Enero,CHOQUE,OTRA.,REPORTE HOSPITAL,1,ARAUCA,Vias Rurales,1,-71.08422797,2019-01-02,PUERTO RONDÓN,0,65
66,23953573,11.00773536,Enero,CHOQUE,ADELANTAR EN ZONA PROHIBIDA,POLICIA DE TRANSITO URBANO,0,ATLÁNTICO,Via urbana,2,-74.81929487,2019-01-02,BARRANQUILLA (CT),2,66
67,23953581,7.01734387,Enero,CHOQUE,NO RESPETAR PRELACION DE INTERSECCIONES O GIROS,POR INFORMACION POLICIVA,0,ANTIOQUIA,Vias Rurales,1,-74.70636548,2019-01-02,REMEDIOS,1,67
68,23953664,6.47014577,Enero,ATROPELLO,REVERSO IMPRUDENTE,REPORTE HOSPITAL,1,ARAUCA,Vias Rurales,1,-71.71954608,2019-01-02,TAME,0,68
69,23953763,7.01884132,Enero,CHOQUE,DEJAR O MOVILIZAR SEMOVIENTES EN LA VÍA,POLICIA DE TRANSITO RURAL,1,ANTIOQUIA,Via Nacional,1,-76.31898937,2019-01-01,DABEIBA,0,69
70,23953806,3.78860581,Enero,CHOQUE,"EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
",POLICIA DE TRANSITO RURAL,2,VALLE,Via Nacional,3,-76.31748048,2019-01-01,GUACARÍ,1,70
71,23953825,10.95202931,Enero,CHOQUE,TRANSITAR EN CONTRAVIA,POLICIA DE TRANSITO URBANO,0,ATLÁNTICO,Via urbana,2,-74.79429668,2019-01-02,BARRANQUILLA (CT),2,71
72,23953844,10.99951176,Enero,ATROPELLO,EXCESO EN HORAS DE CONDUCCIÓN.,POLICIA DE TRANSITO URBANO,0,MAGDALENA,Via urbana,1,-74.24281803,2019-01-02,CIÉNAGA,1,72
73,23954113,4.62999749,Enero,ATROPELLO,EXCESO DE VELOCIDAD,POLICIA DE TRANSITO URBANO,1,CUNDINAMARCA,Via urbana,2,-74.13789913,2019-01-02,BOGOTÁ D.C. (CT),1,73
74,23954142,11.18816758,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,MAGDALENA,Via Nacional - Paso Urbano,2,-74.21680736,2019-01-01,SANTA MARTA (CT),2,74
75,23954178,5.52537497,Enero,CHOQUE,"EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
",POR INFORMACION POLICIVA,0,BOYACÁ,Via urbana,2,-73.35536042,2019-01-01,TUNJA (CT),2,75
76,23954335,7.15103559,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,SANTANDER,Via urbana,1,-73.13092752,2019-01-01,BUCARAMANGA (CT),0,76
77,23954341,7.89512233,Enero,OTRO,OTRA.,POLICIA DE TRANSITO URBANO,0,NORTE DE SANTANDER,Via urbana,2,-72.49693314,2019-01-02,CÚCUTA (CT),2,77
78,23954406,10.36736695,Enero,CHOQUE,DEJAR O MOVILIZAR SEMOVIENTES EN LA VÍA,POLICIA DE TRANSITO RURAL,0,CESAR,Via Nacional,3,-73.17767193,2019-01-03,LA PAZ,3,78
79,23954436,5.32229298,Enero,CHOQUE,EXCESO EN HORAS DE CONDUCCIÓN.,POLICIA DE TRANSITO RURAL,0,BOYACÁ,Via Nacional,2,-73.57179512,2019-01-02,VENTAQUEMADA,2,79
80,23954474,4.44595066,Enero,ATROPELLO,REVERSO IMPRUDENTE,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional,1,-74.04207285,2019-01-02,CHIPAQUE,1,80
81,23954498,4.27497198,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional,2,-74.48730492,2019-01-02,FUSAGASUGÁ,2,81
82,23954661,1.09456599,Enero,-,-,POR DENUNCIA,0,NARIÑO,Via urbana,2,-77.39625143,2019-01-01,TANGUA,2,82
83,23954695,10.48003547,Enero,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO URBANO,0,CESAR,Via urbana,3,-73.24820747,2019-01-03,VALLEDUPAR (CT),3,83
84,23954852,4.16883938,Enero,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POLICIA DE TRANSITO RURAL,0,META,Via Nacional,3,-73.68079912,2019-01-03,VILLAVICENCIO (CT),3,84
85,23954889,6.95533876,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,SANTANDER,Via Nacional,2,-73.02826813,2019-01-01,PIEDECUESTA,2,85
86,23955110,4.22460291,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,1,VALLE,Via Nacional,1,-76.14344248,2019-01-02,BUGALAGRANDE,0,86
87,23955188,5.31558429,Enero,VOLCAMIENTO,EXCESO EN HORAS DE CONDUCCIÓN.,POR FISCALIA / CRUCE SPOA-SIEDCO,1,BOYACÁ,Via Nacional,1,-73.57574333,2019-01-02,VENTAQUEMADA,0,87
88,23955217,4.53374982,Enero,VOLCAMIENTO,OTRA.,POLICIA DE TRANSITO RURAL,1,VALLE,Via Nacional,1,-76.0863426,2019-01-02,LA UNIÓN,0,88
89,23955299,5.91129405,Enero,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POLICIA DE TRANSITO RURAL,3,ANTIOQUIA,Vias Rurales,5,-75.89661839,2019-01-03,SALGAR,2,89
90,23955479,8.78424136,Enero,-,-,POLICIA DE TRANSITO RURAL,0,CÓRDOBA,Via Nacional,2,-75.49833353,2019-01-03,SAHAGÚN,2,90
91,23955572,6.68781794,Enero,CHOQUE,IMPERICIA EN EL MANEJO,POLICIA DE TRANSITO URBANO,0,ANTIOQUIA,Vias Rurales,1,-75.22592313,2019-01-03,GÓMEZ PLATA,1,91
92,23955608,3.45283898,Enero,-,-,POR INFORMACION POLICIVA,0,VALLE,Via urbana,1,-76.51911091,2019-01-01,CALI (CT),1,92
93,23955609,3.44271868,Enero,VOLCAMIENTO,CRUZAR SIN OBSERVAR,POR INFORMACION POLICIVA,0,VALLE,Via urbana,2,-76.52875104,2019-01-02,CALI (CT),2,93
94,23955618,3.41866872,Enero,VOLCAMIENTO,ADELANTAR CERRANDO,POR INFORMACION POLICIVA,0,VALLE,Via urbana,1,-76.46803004,2019-01-01,CALI (CT),1,94
95,23955868,6.28145533,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.5862412,2019-01-03,MEDELLÍN (CT),1,95
96,23957204,5.077533,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CUNDINAMARCA,Vias Rurales,1,-74.028536,2019-01-01,ZIPAQUIRÁ,1,96
97,23957339,7.0855496,Enero,CAIDA OCUPANTE,IMPERICIA EN EL MANEJO,POR FISCALIA / CRUCE SPOA-SIEDCO,1,ANTIOQUIA,Vias Rurales,1,-74.69885716,2019-01-01,SEGOVIA,0,97
98,23958026,4.35852977,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,VALLE,Via urbana,1,-76.35444271,2019-01-01,BOLÍVAR,0,98
99,23958031,7.094502,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ARAUCA,Via urbana,2,-70.760835,2019-01-01,ARAUCA (CT),2,99
100,23958095,8.57298541,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,NORTE DE SANTANDER,Vias Rurales,1,-73.10287578,2019-01-01,EL TARRA,0,100
101,23958119,6.9401689,Enero,CHOQUE,TRANSITAR DISTANTE DE LA ACERA U ORILLA DE LA CALZADA.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Vias Rurales,1,-75.38100564,2019-01-01,YARUMAL,1,101
102,23958140,0.275298,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,PUTUMAYO,Vias Rurales,1,-76.67413,2019-01-01,SAN MIGUEL,0,102
103,23958231,2.90805882,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,HUILA,Via urbana,1,-75.26485085,2019-01-01,NEIVA (CT),1,103
104,23958263,10.95981868,Enero,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POLICIA DE TRANSITO URBANO,0,ATLÁNTICO,Via urbana,1,-74.80856067,2019-01-03,BARRANQUILLA (CT),1,104
105,23958319,10.96859953,Enero,CHOQUE,GIRAR BRUSCAMENTE,POLICIA DE TRANSITO URBANO,0,ATLÁNTICO,Via urbana,3,-74.80496277,2019-01-04,BARRANQUILLA (CT),3,105
106,23958334,5.58356983,Enero,VOLCAMIENTO,ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIG-ZAG,POR INFORMACION POLICIVA,1,BOYACÁ,Vias Rurales,5,-72.96869617,2019-01-03,CUÍTIVA,4,106
107,23958364,4.45025196,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,TOLIMA,Via Nacional,2,-75.07506987,2019-01-02,IBAGUÉ (CT),2,107
108,23958399,6.44830265,Enero,CHOQUE,IMPERICIA EN EL MANEJO,POR INFORMACION POLICIVA,0,ANTIOQUIA,Vias Rurales,1,-75.5657168,2019-01-03,SAN PEDRO,1,108
109,23958442,4.60003892,Enero,CHOQUE,ADELANTAR POR LA DERECHA.,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,2,-74.08946008,2019-01-02,BOGOTÁ D.C. (CT),2,109
110,23958472,4.62963537,Enero,CHOQUE,ADELANTAR CERRANDO,POLICIA DE TRANSITO RURAL,0,QUINDÍO,Vias Rurales,1,-75.61621407,2019-01-03,CIRCASIA,1,110
111,23958504,7.87454768,Enero,CHOQUE,GIRAR BRUSCAMENTE,POLICIA DE TRANSITO URBANO,0,NORTE DE SANTANDER,Via urbana,2,-72.53336826,2019-01-03,CÚCUTA (CT),2,111
112,23958517,0.82233533,Enero,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POR DENUNCIA,0,NARIÑO,Via Nacional - Paso Urbano,1,-77.62139913,2019-01-01,IPIALES,1,112
113,23958785,4.53161039,Enero,ATROPELLO,OTRA.,POLICIA DE TRANSITO RURAL,0,QUINDÍO,Via Nacional,1,-75.59997856,2019-01-03,CALARCA,1,113
114,23958990,4.54512707,Enero,CHOQUE,ADELANTAR CERRANDO,POLICIA DE TRANSITO RURAL,0,QUINDÍO,Via Nacional,2,-75.74144757,2019-01-03,MONTENEGRO,2,114
115,23959168,6.04636215,Enero,CHOQUE,ADELANTAR EN CURVA O PENDIENTES.,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Via Nacional,1,-75.63011409,2019-01-01,CALDAS,1,115
116,23959245,2.7536318,Enero,CHOQUE,GIRAR BRUSCAMENTE,POLICIA DE TRANSITO RURAL,1,HUILA,Via Nacional,1,-75.30865552,2019-01-01,RIVERA,0,116
117,23959378,1.4336677,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,NARIÑO,Vias Rurales,4,-77.28212056,2019-01-03,CHACHAGÜÍ,4,117
118,23959574,6.45908719,Enero,VOLCAMIENTO,OTRA.,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Vias Rurales,2,-75.30469926,2019-01-02,BARBOSA,2,118
119,23959575,4.58212294,Enero,CHOQUE,"EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
",POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Vias Rurales,3,-74.43283027,2019-01-03,EL COLEGIO,3,119
120,23959616,4.92040792,Enero,ATROPELLO,EMBRIAGUEZ APARENTE,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via Nacional - Paso Urbano,1,-74.02526453,2019-01-02,CAJICÁ,1,120
121,23959657,5.78241082,Enero,CHOQUE,EXCESO EN HORAS DE CONDUCCIÓN.,POLICIA DE TRANSITO RURAL,1,BOYACÁ,Via Nacional,1,-72.99645376,2019-01-04,TIBASOSA,0,121
122,23959762,8.7391878,Enero,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO URBANO,0,CÓRDOBA,Via urbana,2,-75.893032,2019-01-03,MONTERÍA (CT),2,122
123,23959772,5.07393126,Enero,ATROPELLO,CRUZAR SIN OBSERVAR,POLICIA DE TRANSITO URBANO,0,CALDAS,Via urbana,1,-75.49654216,2019-01-01,MANIZALES (CT),1,123
124,23960078,8.88869977,Enero,ATROPELLO,OTRA.,POLICIA DE TRANSITO RURAL,1,CÓRDOBA,Via Nacional,1,-75.46016329,2019-01-03,SAHAGÚN,0,124
125,23960247,4.43545857,Enero,ATROPELLO,"EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
",POLICIA DE TRANSITO URBANO,0,TOLIMA,Via urbana,3,-75.18676778,2019-01-03,IBAGUÉ (CT),3,125
126,23960301,4.61572208,Enero,CHOQUE,ADELANTAR CERRANDO,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,1,-74.09031938,2019-01-02,BOGOTÁ D.C. (CT),1,126
127,23960312,9.13824776,Enero,ATROPELLO,TRANSITAR DISTANTE DE LA ACERA U ORILLA DE LA CALZADA.,POLICIA DE TRANSITO RURAL,1,CESAR,Via Nacional,1,-73.64605249,2019-01-04,CURUMANÍ,0,127
128,23960409,4.205656,Enero,-,-,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via urbana,2,-74.63839316,2019-01-04,MELGAR,2,128
129,23960528,4.89881555,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Vias Rurales,6,-74.66617009,2019-01-02,SAN JUAN DE RÍO SECO,6,129
130,23960882,6.34986964,Enero,CHOQUE,IMPERICIA EN EL MANEJO,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Via Nacional - Paso Urbano,1,-75.5141567,2019-01-01,COPACABANA,1,130
131,23960897,6.96564266,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via Nacional,1,-73.03850307,2019-01-02,PIEDECUESTA,1,131
132,23960917,4.65453468,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Vias Rurales,3,-74.41038391,2019-01-02,TENA,3,132
133,23961016,6.25306428,Enero,VOLCAMIENTO,IMPERICIA EN EL MANEJO,POR INFORMACION POLICIVA,0,ANTIOQUIA,Via urbana,1,-75.57495584,2019-01-03,MEDELLÍN (CT),1,133
134,23961747,6.34529785,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.51214116,2019-01-02,COPACABANA,1,134
